"","MES","INDICE","QTD_EMPRESAS","VLR_MERCADO_EM_REAIS","VLR_MERCADO_EM_DOLARES","MEDIA_INDICE","MEDIA_VLR_EM_REAIS","MEDIA_INDICE_PADRONIZADA","MEDIA_VLR_EM_REAIS_PADRONIZADA"
"134",2011-10-01,6705.83,177,1488920990084.11,881801000938.07,37.8860451977401,8411982994.82548,0.178503082939748,0.269551022587834
"135",2011-11-01,6564.2,177,1451139026813.98,801335814685.45,37.0858757062147,8198525575.22023,0.169070071909924,0.259094382535547
"136",2011-11-01,6564.2,177,1451139026813.98,801335814685.45,37.0858757062147,8198525575.22023,0.169070071909924,0.259094382535547
"137",2011-12-01,6679.89,176,1476809231884.29,787295677515.87,37.9539204545455,8390961544.7971,0.179303248470773,0.26852124467367
"138",2011-12-01,6679.89,176,1476809231884.29,787295677515.87,37.9539204545455,8390961544.7971,0.179303248470773,0.26852124467367
"139",2012-01-01,7170.58,173,1579529381752.62,908245288800.31,41.4484393063584,9130227640.18855,0.22049931408212,0.304735677869124
"140",2012-02-01,7607.67,173,1660097560528.84,971271682968,43.9749710982659,9595939656.23607,0.250284006591241,0.327549515536794
"141",2012-03-01,7612.69,173,1657255925184.66,909530720149.64,44.0039884393064,9579514018.40844,0.250626085239565,0.326744872705871
"142",2012-04-01,7477.97,174,1603871092432.4,847801613506.93,42.9768390804598,9217649956.50805,0.2385172616292,0.30901823546764
"143",2012-05-01,6889.7,178,1500355175707.33,741905343276.05,38.7061797752809,8428961661.27713,0.188171457700118,0.270382756635688
"144",2012-06-01,6992.14,176,1511585795782.09,747828524109.18,39.7280681818182,8588555657.85278,0.20021826117389,0.278200788821141
"145",2012-07-01,7183.22,176,1547550187099.68,754939356602.58,40.81375,8792898790.33909,0.213017110260557,0.288210947228929
"146",2012-08-01,7246.96,175,1545986110962.46,758877926056.56,41.4112,8834206348.35691,0.220060308607228,0.290234480851841
"147",2012-09-01,7413.78,175,1553173248560.01,764883900600.77,42.3644571428571,8875275706.0572,0.231298034161707,0.292246345754194
"148",2012-10-01,7389.88,174,1534149170423.47,755254846858.29,42.4705747126437,8816949255.3073,0.232549029378166,0.289389107518357
"149",2012-11-01,7535.66,174,1573814548378.07,746803904516.54,43.3083908045977,9044911197.57512,0.242425847377437,0.300556280720034
"150",2012-12-01,7950.45,175,1670743370601.79,817589121899.59,45.4311428571429,9547104974.86737,0.26745047495611,0.325157250671582
"151",2013-01-01,8018.18,174,1683945529817.74,846927289552.74,46.0814942528736,9677847872.51575,0.275117315486976,0.331561953879511
"152",2013-02-01,7982.45,175,1673684642884.84,847263664516.02,45.614,9563912245.05623,0.269606135055279,0.325980588529555
"153",2013-03-01,7939.38,175,1671842271431.09,830192805358.57,45.3678857142857,9553384408.17766,0.266704751290554,0.325464861313458
"154",2013-04-01,7888.96,179,1675954448464.26,837265548515.88,44.0724022346369,9362874013.76682,0.251432599475336,0.316132327338965
"155",2013-05-01,7888.83,179,1664988693312.31,780988176421.17,44.0716759776536,9301612811.80062,0.251424037801583,0.313131324425524
"156",2013-06-01,7256.58,179,1524901348239.22,688256611409.61,40.5395530726257,8519001945.4705,0.209784666799941,0.27479356064408
"157",2013-07-01,7346.5,180,1559275770975.38,680817260173.48,40.8138888888889,8662643172.08544,0.213018747589191,0.281830114379992
"158",2013-08-01,7422.26,180,1566890620484.91,660438617696.47,41.2347777777778,8704947891.58283,0.217980508282729,0.283902495959022
"159",2013-09-01,7754.59,179,1648466749613.78,739222757674.31,43.3217318435754,9209311450.35631,0.242583121766375,0.308609757010608
"160",2013-10-01,8090.42,183,1734167430706.27,787327445158.64,44.2099453551913,9476324757.95776,0.253054063161476,0.321689939708977
"161",2013-11-01,7962.89,179,1686420130812.78,725373190594.34,44.4854189944134,9421341512.92056,0.256301557479529,0.318996475113911
"162",2013-12-01,7788.16,181,1657794166915.38,707672742642.97,43.0285082872928,9159083795.1126,0.239126377826606,0.306149254524795
"163",2014-01-01,7173.76,180,1519386668066.33,626215500171.65,39.8542222222222,8441037044.81294,0.201705461657277,0.27097429353031
"164",2014-02-01,7198.79,179,1513193617285.93,648493021893.35,40.2167039106145,8453595627.2957,0.205978673521673,0.271589500895001
"165",2014-03-01,7642.16,179,1598015626661.52,706149194282.64,42.6936312849162,8927461601.46101,0.235178591150772,0.294802776563922
"166",2014-04-01,7804.12,179,1643000694347.64,734794586023.14,43.5984357541899,9178774828.75776,0.245845119466195,0.307113859322632
"167",2014-05-01,7780.96,176,1618467054106.4,722852636939.07,44.21,9195835534.69545,0.253054707356349,0.307949612239341
"168",2014-06-01,8120.54,176,1679528180907.64,762555360230.48,46.1394318181818,9542773755.15705,0.275800327896699,0.324945077182452
"169",2014-07-01,8317.78,174,1727038874812.6,761682488670.98,47.8033333333333,9925510774.78506,0.295415673784285,0.343694218141509
"170",2014-08-01,9047.52,174,1866327851897.86,833330885826.93,51.9972413793103,10726022137.344,0.344856675065589,0.382908873652313
"171",2014-09-01,8163.56,171,1670122279368,681404438746.63,47.7401169590643,9766796955.36842,0.294670430730082,0.335919303200474
"172",2014-10-01,8426.16,172,1647211160257.99,673926503664.99,48.9893023255814,9576809071.26738,0.309396784915601,0.326612365442049
"173",2014-11-01,8570.98,171,1676324318803.71,654788609352.57,50.1226900584795,9803066191.83456,0.322758027875656,0.337696024531591
"174",2014-12-01,7968.84,170,1550967034246.42,583904462859.13,46.8755294117647,9123335495.56718,0.284478010303782,0.304398052334124
"175",2015-01-01,7463.84,168,1445885038814.94,543096209598.81,44.427619047619,8606458564.37464,0.255620167422287,0.279077798623541
"176",2015-02-01,8051.65,168,1559805589631.01,541937874237.73,47.9264880952381,9284557081.13696,0.296867516474774,0.312295815232598
"177",2015-03-01,8084.69,168,1550270196639.01,483251308179.2,48.1231547619048,9227798789.51792,0.299185973821015,0.309515396418669
"178",2015-04-01,8595.69,168,1644998075700.45,549504969167.75,51.1648214285714,9791655212.50268,0.335043470913308,0.337137034810183
"179",2015-05-01,8238.87,163,1552307325682.15,488331233698.96,50.5452147239264,9523357826.27086,0.327739072356538,0.323993948943297
"180",2015-06-01,8283.91,164,1559459862839.18,502630008005.88,50.5116463414634,9508901602.67793,0.327343342545067,0.323285781820757
"181",2015-07-01,8090.26,164,1513002665470.46,445787467728.45,49.3308536585366,9225626008.96622,0.313423253713949,0.309408958403144
"182",2015-08-01,7416.13,164,1374599607388.8,376943430331.2,45.2203048780488,8381704923.10244,0.264964955321378,0.268067790484351
"183",2015-09-01,7282.63,162,1324912822308.1,333487583958.28,44.9545061728395,8178474211.7784,0.261831516538087,0.258112126259533
"184",2015-10-01,7357.47,160,1333907085390.97,345670290857.75,45.9841875,8336919283.69356,0.273970188930847,0.265873876064903
"185",2015-11-01,7230.72,160,1320347063483.03,342893851213.63,45.192,8252169146.76894,0.264631275732666,0.261722220536406
"186",2015-12-01,7014.72,160,1263906714814.78,323680269108.51,43.842,7899416967.59237,0.248716441406772,0.244441947158555
"187",2016-01-01,6627.72,164,1193964013131.52,295330961989.54,40.4129268292683,7280268372.75317,0.208291899626353,0.214111710771898
"188",2016-02-01,7001.95,163,1245773545000.05,313039889687.38,42.9567484662577,7642782484.66288,0.238280418076214,0.231870192014315
"189",2016-03-01,7829.58,162,1413223649503.74,397095633342.77,48.3307407407407,8723602774.71445,0.301633156385129,0.28481634284467
"190",2016-04-01,8251.83,162,1497366067633.36,433918531248.8,50.9372222222222,9243000417.48988,0.332360357089788,0.310260078670546
"191",2016-05-01,7653.57,164,1370833168787.61,381305991151.17,46.6681097560976,8358738834.07079,0.282032788484614,0.266942750526233
"192",2016-06-01,8092.16,163,1442501315320.71,449405357131.46,49.6451533742331,8849701320.98595,0.317128459568754,0.290993533180411
"193",2016-07-01,8960.16,164,1611972398699.74,497675948965.63,54.6351219512195,9829099992.07158,0.375954032305167,0.338971342479194
"194",2016-08-01,8963.77,162,1617459824966.67,499169775936.41,55.3319135802469,9984319907.20167,0.384168345887124,0.346575101507404
"195",2016-09-01,8958.09,165,1623161520301.03,500018951482.05,54.2914545454545,9837342547.27897,0.371902617619271,0.339375120586669
"196",2016-10-01,9727,165,1780021318617.32,559561572606.07,58.9515151515152,10788007991.6201,0.426838982429703,0.385945375113342
"197",2016-11-01,9169.6,164,1692793516012.18,498364152269.05,55.9121951219512,10321911683.0011,0.391009149293493,0.363112712102882
"198",2016-12-01,9042.27,165,1661002331098.04,509650618605.76,54.8016363636364,10066680794.5336,0.37791703177664,0.350609714850006
"199",2017-01-01,9676.35,167,1796377696403.56,574473200001.14,57.9422155688623,10756752673.0752,0.414940585657025,0.384414270613212
"200",2017-02-01,10029.1,168,1888053576073.47,609187099046.09,59.6970238095238,11238414143.2945,0.435627609674686,0.408009424299846
"201",2017-03-01,9912.58,167,1833670113937.74,578736937867.02,59.3567664670659,10980060562.5014,0.431616395427733,0.395353455696983
"202",2017-04-01,10082.14,168,1859930638840.91,581519084179.92,60.0127380952381,11071015707.3864,0.439349491564657,0.399809075992235
"203",2017-05-01,9790.05,168,1790940047536.8,552128756523.94,58.2741071428571,10660357425.8143,0.418853177815757,0.379692155986216
"204",2017-06-01,9842.13,169,1798990245802.64,543797305423.65,58.2374556213018,10644912697.057,0.418421101598464,0.378935564954532
"205",2017-07-01,10300.68,169,1919487718308.29,613117743095.27,60.9507692307692,11357915492.9485,0.450407721279108,0.413863437720439
"206",2017-08-01,11053,172,2069839720231.47,657697473938.39,64.2616279069767,12033951861.8109,0.489438660025992,0.44698043587643
"207",2017-09-01,11571.53,174,2185475766645.31,689859774824.93,66.5030459770115,12560205555.4328,0.515862213536858,0.472760029111314
"208",2017-10-01,11462.39,174,2186157494685.82,667141961819.37,65.8758045977011,12564123532.6771,0.508467811585696,0.472951959088977
"209",2017-11-01,11094.74,174,2108590681778.96,646489662061.18,63.7628735632184,12118337251.6032,0.483558961692485,0.451114223534701
"210",2017-12-01,11746.98,176,2249562698729.81,680037091514.49,66.7442045454545,12781606242.783,0.518705175509481,0.483605786074138
"211",2018-01-01,12711.26,173,2475921501311.15,782924835982.48,73.4754913294798,14311684978.6772,0.598058741411589,0.558559763417685
"212",2018-02-01,12670.61,173,2468026005745.43,760586152345.3,73.2405202312139,14266046275.9851,0.595288722078052,0.556324059981438
"213",2018-03-01,12541.14,171,2456834316119.37,739164304747.4,73.34,14367452141.0489,0.596461465810651,0.561291629776501
"214",2018-04-01,12636.83,173,2487505930940.22,714574683559.83,73.0452601156069,14378646999.6545,0.592986846233356,0.561840032390429
"215",2018-05-01,11261.45,175,2522975589053.49,675133954790.88,64.3511428571429,14417003366.0199,0.490493930841981,0.563718995967987
"216",2018-06-01,10763.32,175,2398700670263.43,622101942596.49,61.5046857142857,13706860972.9339,0.456937713179513,0.528931245773576
"217",2018-07-01,11613.15,175,2594726441070.64,691024112778.16,66.3608571428571,14827008234.6894,0.514185982619407,0.583803907231741
"218",2018-08-01,11318.1,175,2512006587152.29,607454498380.33,64.6748571428571,14354323355.1559,0.49431012286129,0.56064848985351
"219",2018-09-01,11679.42,172,2576444633479.66,643483761702.19,67.9036046511628,14979329264.4166,0.532373072250053,0.591265658541193
"220",2018-10-01,12937.46,172,2863449709157.99,770220757231.05,75.2177906976744,16647963425.3372,0.618598301256721,0.673007051423969
"221",2018-11-01,13201.75,171,2927979202080.59,757895892651.54,77.203216374269,17122685392.2842,0.642004020300706,0.696262259617054
"222",2018-12-01,13123.58,171,2889471915309.68,745708659881.73,76.746081871345,16897496580.7584,0.636614968538717,0.685230933789719
"223",2019-01-01,14435.81,171,3181107572046.24,856264319142.54,84.4199415204678,18602968257.5804,0.727080305543129,0.768776886312139
"224",2019-02-01,14206.2,170,3107640662814.18,836489101993.05,83.5658823529412,18280239193.0246,0.717012001724094,0.752967355452486
"225",2019-03-01,14214.02,169,3092132059517.1,832314623971.64,84.1066272189349,18296639405.4266,0.723386716505478,0.753770752767915
"226",2019-04-01,14384.56,169,3084760665354.66,830330452842.33,85.1157396449704,18253021688.4891,0.735282906932557,0.75163405137444
"227",2019-05-01,14559.25,170,3118794967958.57,839491525923.56,85.6426470588235,18345852752.6975,0.741494495226303,0.756181567342227
"228",2019-06-01,15208.51,170,3289421644720.98,865773976080.68,89.4618235294118,19349539086.594,0.786517873589834,0.805349156542756
"229",2019-07-01,15519.1,171,3357898238544.11,883796978087.11,90.7549707602339,19636831804.3515,0.801762483913925,0.819422766843065
"230",2019-08-01,15673.25,170,3382296161687.61,890218498101.67,92.1955882352941,19895859774.633,0.818745586463979,0.832111771768342
"231",2019-09-01,16164.07,169,3472242914841.42,913892434290,95.6453846153846,20545816064.1504,0.859414429313765,0.863951184901755
"232",2019-10-01,16574.39,170,3574944787637.17,940923510985.15,97.4964117647059,21029086986.101,0.881235755546491,0.887625180811195
"233",2019-11-01,16872.61,170,3624813899883.05,954049034027.18,99.2506470588235,21322434705.1944,0.90191602523132,0.901995407502738
"234",2019-12-01,18179.46,169,3941596959578.11,1037426161914.5,107.570769230769,23323058932.4149,1,1
"235",2020-01-01,18191.98,170,3924750010357.2,1032992054102.64,107.011647058824,23086764766.8071,0.993408639455963,0.988424656117433
"236",2020-02-01,16742.66,174,3623753158979.45,953769847602.08,96.222183908046,20826167580.3417,0.86621418130043,0.877684766514173
"237",2020-03-01,11611.23,173,2541351904982.42,668882430115.95,67.116936416185,14689895404.5227,0.523099224376633,0.577087160096621
"238",2020-04-01,12961.31,173,2813795165902.22,740589347239.65,74.9208670520231,16264711941.6313,0.615097937828587,0.654232708409667
"239",2020-05-01,14100.64,175,3040044654046.78,800138088657.89,80.5750857142857,17371683737.4102,0.68175419949695,0.70845994322727
"240",2020-06-01,15403.98,173,3312981741988.19,871974980783.41,89.0403468208092,19150183479.7005,0.781549183227143,0.795583322084785
"241",2020-07-01,16743.19,174,3642982854631.06,958831092970.18,96.2252298850575,20936683072.5923,0.86625008961117,0.883098589677609
"242",2020-08-01,16306.6,177,3533998454753.18,930146458586.42,92.1276836158192,19966092964.7072,0.817945074783307,0.835552285523677
"243",2020-09-01,15523,184,3362368888719.81,884973650765.9,84.3641304347826,18273743960.4338,0.726422361704441,0.7526491734498
"244",2020-10-01,15367.04,188,3383334471883.54,890491780776.78,81.7395744680851,17996459956.8273,0.695482085119976,0.739065860097041
"245",2020-11-01,17650.86,192,3864665461317.49,1017177833688.79,91.9315625,20128465944.3619,0.815633048808439,0.843506451771945
"246",2020-12-01,19122.39,195,4317893714210.49,1136467261728.38,98.0635384615385,22143044688.2589,0.8879214795627,0.942194634271654
"247",2021-01-01,18768.5,198,4220245281807.46,800592875100.95,94.790404040404,21314370110.1387,0.84933526323771,0.901600347130411
"248",2021-02-01,18264.08,212,4164512674690.45,768615531853.78,86.151320754717,19643927710.804,0.747491130482662,0.819770374060259
"249",2021-03-01,19130.59,212,4306417905429.81,781819451986.07,90.2386320754717,20313292006.7444,0.795675487896117,0.852560527335067
"250",2021-04-01,19880.01,218,4489462391987.31,824904893427.02,91.1927064220183,20593864183.428,0.806922847273803,0.866304918444512
"251",2021-05-01,20927.78,223,4755609812224.34,909624875619.21,93.8465470852018,21325604539.1226,0.838208354297423,0.902150688178734
"252",2021-06-01,21152.41,223,4817798741497.42,979107983070.7,94.8538565022422,21604478661.4234,0.850083289473061,0.915811896686687
"253",2021-07-01,20267.92,233,4730312460400.7,915503001877.45,86.9867811158798,20301770216.312,0.757340177322483,0.851996109309533
"254",2021-08-01,19544.22,238,4607446424358.18,848923319519.04,82.1185714285714,19359018589.7402,0.699949991665277,0.805813529027246
"255",2021-09-01,18233.39,239,4265128999596.44,784117549655.58,76.2903347280335,17845728031.7843,0.631242272034789,0.731681954269459
"256",2021-10-01,16709.67,240,3880613874627.93,691435727073.62,69.623625,16169224477.6164,0.552649989945542,0.649555063366657
"257",2021-11-01,16334.86,240,3776351126526.78,696756605569.65,68.0619166666667,15734796360.5282,0.534239375582306,0.628273730268074
"258",2021-12-01,16961.49,240,3816287990446.39,677163083635.8,70.672875,15901199960.1933,0.565019352846613,0.636425344525944
"259",2022-01-01,17980.38,240,4033338148666.29,747551274913.19,74.91825,16805575619.4429,0.615067086014239,0.680728001038476
"260",2022-02-01,18236.86,239,4036409005930.95,785385260133.65,76.3048535564854,16888740610.5898,0.631413431108432,0.684802005020079
"261",2022-03-01,19370.25,237,4238305818558.88,892537972993.84,81.7310126582279,17883146913.7505,0.695381151945599,0.733514993292437
"262",2022-04-01,17373.68,238,3859465709662.89,818411660728.46,72.9986554621849,16216242477.5752,0.592437434871853,0.651858334447404
"263",2022-05-01,17751.42,241,3878814492987.9,821504255546.39,73.6573443983402,16094665946.0079,0.600202564717196,0.645902664076444
"264",2022-06-01,15645.95,241,3428795830917.65,655192548099.6,64.9209543568465,14227368593.0193,0.497211305371442,0.554429356065414
"265",2022-07-01,16296.2,240,3614729566070.1,696694465744.67,67.9008333333333,15061373191.9587,0.532340401832186,0.595284744972438
"266",2022-08-01,17899.69,NA,NA,NA,NA,NA,NA,NA
"267",2001-06-01,1017.33,NA,NA,NA,NA,NA,NA,NA
